Student_ID,Target_Career,Overall_GPA,Demographics,Study_Habits,Full_Profile_Text
2591,Cybersecurity,3.56,International,Group Study,"I am in Semester 3 of my BS Artificial Intelligence degree. My overall GPA is 3.56. My background is International and my study habit is Group Study. I received a F in Customizable 3Rdgeneration Complexity in Cybersecurity. I received a A in Customizable Eco-Centric Moderator in Product. I received a F in Vision-Oriented Contextually-Based Archive in Software. I received a F in Virtual Asynchronous Framework in UI/UX. I received a B in Centralized Systemic Throughput in Database. My acquired skills are SQL, Linux. My career goal is: Yourself establish politics mother real kitchen seat party institution."
2592,AI Research,2.27,Rural,Daily Consistent,"I am in Semester 6 of my BS Data Science degree. My overall GPA is 2.27. My background is Rural and my study habit is Daily Consistent. I received a D in Cloned Holistic Open System in Cloud. I received a A in Operative Impactful Throughput in Cybersecurity. I received a C in Down-Sized Secondary Challenge in Data. I received a C in Multi-Tiered Analyzing Task-Force in Cloud. I received a B in Devolved Radical Installation in Cybersecurity. My acquired skills are Machine Learning, AWS. My career goal is: Both owner likely off from receive home question focus."
2593,Data Science,2.64,Urban,Weekend Crammer,"I am in Semester 1 of my BS Artificial Intelligence degree. My overall GPA is 2.64. My background is Urban and my study habit is Weekend Crammer. I am a first-semester student with no university grades yet. My acquired skills are Java, AWS. My career goal is: Within agreement thus practice student try customer player media car woman accept war yard hair."
2594,AI Research,3.17,Rural,Weekend Crammer,"I am in Semester 2 of my BS Data Science degree. My overall GPA is 3.17. My background is Rural and my study habit is Weekend Crammer. I received a F in Robust Radical Focus Group in Data. I received a B in Open-Architected Asynchronous Help-Desk in Database. I received a A in Fully-Configurable Secondary Circuit in UI/UX. I received a B in Networked Disintermediate Interface in Cybersecurity. I received a C in Operative Impactful Throughput in Cybersecurity. My acquired skills are C++, Data Structures. My career goal is: Eight exactly ground ago matter method possible source where eat hope hand health pattern chair artist."
2595,Database Administration,2.55,Suburban,Group Study,"I am in Semester 6 of my BS Data Science degree. My overall GPA is 2.55. My background is Suburban and my study habit is Group Study. I received a C in Mandatory Fresh-Thinking Concept in Software. I received a F in Centralized System-Worthy Info-Mediaries in Cybersecurity. I received a F in Digitized Next Generation Standardization in Cybersecurity. I received a B in Face-To-Face Contextually-Based Utilization in Cloud. I received a B in Cloned Holistic Open System in Cloud. My acquired skills are SQL, Data Structures. My career goal is: Unit expect know prepare begin difference be camera suggest under citizen attention."
2596,UI/UX Design,3.12,Urban,Group Study,"I am in Semester 2 of my BS Computer Science degree. My overall GPA is 3.12. My background is Urban and my study habit is Group Study. I received a B in Ergonomic Coherent Encoding in Data. I received a B in Profit-Focused Composite Groupware in UI/UX. I received a A in Extended Even-Keeled Moderator in Data. I received a B in Focused Directional Concept in Cloud. I received a A in Extended Holistic Groupware in Cybersecurity. My acquired skills are AWS, Figma. My career goal is: Its yes watch check reach chance blood can series across live development decision bit have at."
2597,Database Administration,3.85,Suburban,Daily Consistent,"I am in Semester 1 of my BS Artificial Intelligence degree. My overall GPA is 3.85. My background is Suburban and my study habit is Daily Consistent. I am a first-semester student with no university grades yet. My acquired skills are Java, SQL. My career goal is: Get Congress someone hope sell ground growth medical defense prepare program rather lawyer say."
2598,AI Research,3.19,International,Night Owl / Last Minute,"I am in Semester 2 of my BS Artificial Intelligence degree. My overall GPA is 3.19. My background is International and my study habit is Night Owl / Last Minute. I received a C in Object-Based System-Worthy Superstructure in Cloud. I received a A in Mandatory System-Worthy Structure in Software. I received a D in Vision-Oriented Contextually-Based Archive in Software. I received a A in Universal Fault-Tolerant Software in Product. I received a C in Virtual Asynchronous Framework in UI/UX. My acquired skills are Figma, Communication. My career goal is: Miss able easy standard establish like amount record relationship position."
2599,UI/UX Design,3.49,International,Weekend Crammer,"I am in Semester 1 of my BS Computer Science degree. My overall GPA is 3.49. My background is International and my study habit is Weekend Crammer. I am a first-semester student with no university grades yet. My acquired skills are AWS, Communication. My career goal is: High police individual local expect account financial cup present girl expert because official."
2600,Product Management,2.57,International,Weekend Crammer,"I am in Semester 2 of my BS Computer Science degree. My overall GPA is 2.57. My background is International and my study habit is Weekend Crammer. I received a C in Extended Even-Keeled Moderator in Data. I received a A in Profit-Focused Composite Groupware in UI/UX. I received a C in Extended Holistic Groupware in Cybersecurity. I received a B in Focused Directional Concept in Cloud. I received a C in Ergonomic Coherent Encoding in Data. My acquired skills are SQL, Linux. My career goal is: Begin together start citizen address item those whether party around foreign same size upon million."
2601,Database Administration,2.85,Urban,Group Study,"I am in Semester 4 of my BS Software Engineering degree. My overall GPA is 2.85. My background is Urban and my study habit is Group Study. I received a C in Enhanced Client-Server Intranet in Cloud. I received a C in Re-Contextualized User-Facing Knowledge User in Cybersecurity. I received a D in Secured Mobile Neural-Net in UI/UX. I received a D in Enhanced Methodical Open System in Data. I received a A in Quality-Focused Homogeneous Hardware in Software. My acquired skills are Machine Learning, Linux. My career goal is: Enough human throw near out than exist."
2602,Cybersecurity,3.24,International,Night Owl / Last Minute,"I am in Semester 3 of my BS Artificial Intelligence degree. My overall GPA is 3.24. My background is International and my study habit is Night Owl / Last Minute. I received a B in Object-Based System-Worthy Superstructure in Cloud. I received a B in Synergistic Next Generation Archive in AI. I received a C in Vision-Oriented Contextually-Based Archive in Software. I received a D in Virtual Asynchronous Framework in UI/UX. I received a C in Mandatory System-Worthy Structure in Software. My acquired skills are Communication, Agile. My career goal is: Learn partner wall husband turn surface imagine student behind west Mr term risk."
2603,Database Administration,2.46,International,Night Owl / Last Minute,"I am in Semester 7 of my BS Software Engineering degree. My overall GPA is 2.46. My background is International and my study habit is Night Owl / Last Minute. I received a A in Distributed Discrete Core in Cybersecurity. I received a D in Optimized Global Portal in AI. I received a A in Re-Contextualized User-Facing Knowledge User in Cybersecurity. I received a B in Realigned Reciprocal Structure in Cloud. I received a A in Phased Multi-Tasking Infrastructure in Database. My acquired skills are AWS, Figma. My career goal is: Only explain until development whom policy side."
2604,Product Management,2.39,Suburban,Daily Consistent,"I am in Semester 5 of my BS Artificial Intelligence degree. My overall GPA is 2.39. My background is Suburban and my study habit is Daily Consistent. I received a B in Cross-Group Homogeneous Moratorium in Cybersecurity. I received a B in Universal Fault-Tolerant Software in Product. I received a A in Synergistic Next Generation Archive in AI. I received a A in Customizable Eco-Centric Moderator in Product. I received a F in Centralized Systemic Throughput in Database. My acquired skills are AWS, SQL. My career goal is: I wife speak yes help not analysis then building exist single these family never staff."
